Unnamed: 0,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert
8056,11828,disease,"intellectual disability, autosomal recessive 2",MONDO,"intellectual disability, autosomal recessive","intellectual disability, autosomal recessive",14348_13705_12613_30912_13785_14580_14354_30918_20846_13651_13694_12612_12614_14649_14357_14815_12615_12619_12618_44313_13581_30916_14499_20847_30913_13266_12617_14759_13819_14930_14842_13805_14376_15020_13173_13509_13704_12869_13528_14524_14855_13703_32605_9580_14617_14996_13629_14599_13702_13820_13706_13707_14858_13821_13709_30922_13708_14699_30910_14409_13656_12623_12037_7974_13655_30911_54861_14678_13657_30917_20850_13658_14482_14486_13697_14876_30920_30919_30915_14430_54837_12946_14962_12960_11828_12947_14832_100172
8083,12947,disease,"intellectual disability, autosomal dominant 4",MONDO,"intellectual disability, autosomal dominant","intellectual disability, autosomal recessive",14348_13705_12613_30912_13785_14580_14354_30918_20846_13651_13694_12612_12614_14649_14357_14815_12615_12619_12618_44313_13581_30916_14499_20847_30913_13266_12617_14759_13819_14930_14842_13805_14376_15020_13173_13509_13704_12869_13528_14524_14855_13703_32605_9580_14617_14996_13629_14599_13702_13820_13706_13707_14858_13821_13709_30922_13708_14699_30910_14409_13656_12623_12037_7974_13655_30911_54861_14678_13657_30917_20850_13658_14482_14486_13697_14876_30920_30919_30915_14430_54837_12946_14962_12960_11828_12947_14832_100172
8104,14832,disease,"intellectual disability, autosomal recessive 53",MONDO,"intellectual disability, autosomal recessive","intellectual disability, autosomal recessive",14348_13705_12613_30912_13785_14580_14354_30918_20846_13651_13694_12612_12614_14649_14357_14815_12615_12619_12618_44313_13581_30916_14499_20847_30913_13266_12617_14759_13819_14930_14842_13805_14376_15020_13173_13509_13704_12869_13528_14524_14855_13703_32605_9580_14617_14996_13629_14599_13702_13820_13706_13707_14858_13821_13709_30922_13708_14699_30910_14409_13656_12623_12037_7974_13655_30911_54861_14678_13657_30917_20850_13658_14482_14486_13697_14876_30920_30919_30915_14430_54837_12946_14962_12960_11828_12947_14832_100172
13435,100172,disease,"intellectual disability, autosomal dominant",MONDO,"intellectual disability, autosomal dominant","intellectual disability, autosomal recessive",14348_13705_12613_30912_13785_14580_14354_30918_20846_13651_13694_12612_12614_14649_14357_14815_12615_12619_12618_44313_13581_30916_14499_20847_30913_13266_12617_14759_13819_14930_14842_13805_14376_15020_13173_13509_13704_12869_13528_14524_14855_13703_32605_9580_14617_14996_13629_14599_13702_13820_13706_13707_14858_13821_13709_30922_13708_14699_30910_14409_13656_12623_12037_7974_13655_30911_54861_14678_13657_30917_20850_13658_14482_14486_13697_14876_30920_30919_30915_14430_54837_12946_14962_12960_11828_12947_14832_100172
18,11710,disease,specific language impairment 1,MONDO,specific language impairment,specific language impairment,11710_11711_14184_724_11780_12917
53,11711,disease,specific language impairment 2,MONDO,specific language impairment,specific language impairment,11710_11711_14184_724_11780_12917
604,14184,disease,specific language impairment 5,MONDO,specific language impairment,specific language impairment,11710_11711_14184_724_11780_12917
14015,724,disease,specific language impairment,MONDO,specific language impairment,specific language impairment,11710_11711_14184_724_11780_12917
19439,11780,disease,specific language impairment 3,MONDO,specific language impairment,specific language impairment,11710_11711_14184_724_11780_12917
19705,12917,disease,specific language impairment 4,MONDO,specific language impairment,specific language impairment,11710_11711_14184_724_11780_12917
19,10604,disease,hemophilia B,MONDO,hemophilia,hemophilia,10604_10602_15719_18660_15715
359,10602,disease,hemophilia A,MONDO,hemophilia,hemophilia,10604_10602_15719_18660_15715
9555,15719,disease,severe hemophilia A,MONDO,severe hemophilia,hemophilia,10604_10602_15719_18660_15715
13899,18660,disease,hemophilia,MONDO,hemophilia,hemophilia,10604_10602_15719_18660_15715
19974,15715,disease,severe hemophilia B,MONDO,severe hemophilia,hemophilia,10604_10602_15719_18660_15715
23,13460,disease,osteogenesis imperfecta type 12,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
65,12592,disease,osteogenesis imperfecta type 11,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
405,14086,disease,osteogenesis imperfecta type 15,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
847,13924,disease,osteogenesis imperfecta type 13,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
1308,13459,disease,osteogenesis imperfecta type 10,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
2105,9804,disease,osteogenesis imperfecta type 3,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
2228,14672,disease,osteogenesis imperfecta type 17,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
2909,8148,disease,osteogenesis imperfecta type 4,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
3212,49223,disease,"osteogenesis imperfecta, type 19",MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
3514,9805,disease,osteogenesis imperfecta type 9,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
3678,14544,disease,osteogenesis imperfecta type 16,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
4186,30861,disease,"osteogenesis imperfecta, type 21",MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
4580,13515,disease,osteogenesis imperfecta type 6,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
4897,12536,disease,osteogenesis imperfecta type 7,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
5160,8146,disease,osteogenesis imperfecta type 1,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
5355,14029,disease,osteogenesis imperfecta type 14,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
5386,8147,disease,osteogenesis imperfecta type 2,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
6091,12581,disease,osteogenesis imperfecta type 8,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
6542,32846,disease,"osteogenesis imperfecta, type 20",MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
6578,12591,disease,osteogenesis imperfecta type 5,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
6594,44329,disease,"osteogenesis imperfecta, type 18",MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
9589,19019,disease,osteogenesis imperfecta,MONDO,osteogenesis imperfecta,osteogenesis imperfecta,13460_12592_14086_13924_13459_9804_14672_8148_49223_9805_14544_30861_13515_12536_8146_14029_8147_12581_32846_12591_44329_19019
24,33308,disease,Joubert syndrome 30,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
969,8944,disease,Joubert syndrome 1,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
982,13764,disease,Joubert syndrome 16,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
1229,33309,disease,Joubert syndrome 32,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
1290,13763,disease,Joubert syndrome 15,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
1511,14288,disease,Joubert syndrome 21,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
1624,30462,disease,Joubert syndrome 40,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
1956,12432,disease,Joubert syndrome 5,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
2213,30933,disease,Joubert syndrome 37,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
2247,10431,disease,Joubert syndrome 10,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
2434,12539,disease,Joubert syndrome 6,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
2521,32570,disease,Joubert syndrome 35,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
2916,12078,disease,Joubert syndrome 3,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
3299,13824,disease,Joubert syndrome 17,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
3303,13608,disease,Joubert syndrome 13,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
3831,14928,disease,Joubert syndrome 28,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4212,14927,disease,Joubert syndrome 27,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4277,32902,disease,Joubert syndrome 36,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4322,13896,disease,Joubert syndrome 18,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4327,13745,disease,Joubert syndrome 14,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4347,12694,disease,Joubert syndrome 7,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4728,14770,disease,Joubert syndrome 25,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
4923,14297,disease,Joubert syndrome 22,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
5302,30353,disease,Joubert syndrome 38,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
5799,12855,disease,Joubert syndrome 8,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
5818,12849,disease,Joubert syndrome 9,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
5983,13994,disease,Joubert syndrome 20,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
6186,14771,disease,Joubert syndrome 26,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
6375,11963,disease,Joubert syndrome 2,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
6454,14724,disease,Joubert syndrome 24,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
6617,33310,disease,Joubert syndrome 31,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
7553,33311,disease,Joubert syndrome 33,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
7858,14664,disease,Joubert syndrome 23,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
7894,30454,disease,Joubert syndrome 39,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
10048,18772,disease,Joubert syndrome,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
22733,800363,disease,Joubert syndrome 19,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
22742,800372,disease,Joubert syndrome 29,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
22751,800382,disease,Joubert syndrome 11,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
22752,800383,disease,Joubert syndrome 34,MONDO,Joubert syndrome,Joubert syndrome,33308_8944_13764_33309_13763_14288_30462_12432_30933_10431_12539_32570_12078_13824_13608_14928_14927_32902_13896_13745_12694_14770_14297_30353_12855_12849_13994_14771_11963_14724_33310_33311_14664_30454_18772_800363_800372_800382_800383
25,10215,disease,xeroderma pigmentosum group F,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
2387,10210,disease,xeroderma pigmentosum group A,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
4683,10211,disease,xeroderma pigmentosum group C,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
5666,12531,disease,xeroderma pigmentosum group B,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
5833,10212,disease,xeroderma pigmentosum group D,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
6641,10216,disease,xeroderma pigmentosum group G,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
7136,10213,disease,xeroderma pigmentosum group E,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
9162,19600,disease,xeroderma pigmentosum,MONDO,xeroderma pigmentosum,xeroderma pigmentosum group,10215_10210_10211_12531_10212_10216_10213_19600
26,11568,disease,autosomal dominant nonsyndromic hearing loss 25,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,11568_12380_13119_13210_12670_12460_11832_11767_12293_14293_12327_14853_14854_14603_12376_12375_12903_11160_12003_13269_11364_13489_10973_13386_9076_11708_12002_13365_14428_13978_11519_12442_11480_14675_14237_14740_11392_13010_13471_11360_14739_11103_10860_11389_10807_12023_11350_10817_11058_13632_11067_12452_13250_11625_11893_13823_12602_11102_12060_13738_13985_13984_11226_13249_12326_13826_11920_11279_13537_13305_11192_11774_10915_11994_11351_12976_11074_12977_11991_13593_14594_14291_12974_12333_12030_11660_12975_11657_12420_11286_12170_11761_14738_912_14363_12083_11912_13929_11159_12902_11032_10967_11602_10933_13114_11031_11673_11553_14470_12485_12090_11762_14182_10965_10963_12370_12091_7424_12421_10986_13215_12273_12086_12445_11799_14283_12418_10987_12355_14469_13963_19587
37,12380,disease,autosomal dominant nonsyndromic hearing loss 53,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,11568_12380_13119_13210_12670_12460_11832_11767_12293_14293_12327_14853_14854_14603_12376_12375_12903_11160_12003_13269_11364_13489_10973_13386_9076_11708_12002_13365_14428_13978_11519_12442_11480_14675_14237_14740_11392_13010_13471_11360_14739_11103_10860_11389_10807_12023_11350_10817_11058_13632_11067_12452_13250_11625_11893_13823_12602_11102_12060_13738_13985_13984_11226_13249_12326_13826_11920_11279_13537_13305_11192_11774_10915_11994_11351_12976_11074_12977_11991_13593_14594_14291_12974_12333_12030_11660_12975_11657_12420_11286_12170_11761_14738_912_14363_12083_11912_13929_11159_12902_11032_10967_11602_10933_13114_11031_11673_11553_14470_12485_12090_11762_14182_10965_10963_12370_12091_7424_12421_10986_13215_12273_12086_12445_11799_14283_12418_10987_12355_14469_13963_19587
60,13119,disease,autosomal recessive nonsyndromic hearing loss 77,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,11568_12380_13119_13210_12670_12460_11832_11767_12293_14293_12327_14853_14854_14603_12376_12375_12903_11160_12003_13269_11364_13489_10973_13386_9076_11708_12002_13365_14428_13978_11519_12442_11480_14675_14237_14740_11392_13010_13471_11360_14739_11103_10860_11389_10807_12023_11350_10817_11058_13632_11067_12452_13250_11625_11893_13823_12602_11102_12060_13738_13985_13984_11226_13249_12326_13826_11920_11279_13537_13305_11192_11774_10915_11994_11351_12976_11074_12977_11991_13593_14594_14291_12974_12333_12030_11660_12975_11657_12420_11286_12170_11761_14738_912_14363_12083_11912_13929_11159_12902_11032_10967_11602_10933_13114_11031_11673_11553_14470_12485_12090_11762_14182_10965_10963_12370_12091_7424_12421_10986_13215_12273_12086_12445_11799_14283_12418_10987_12355_14469_13963_19587
67,13210,disease,autosomal recessive nonsyndromic hearing loss 25,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,11568_12380_13119_13210_12670_12460_11832_11767_12293_14293_12327_14853_14854_14603_12376_12375_12903_11160_12003_13269_11364_13489_10973_13386_9076_11708_12002_13365_14428_13978_11519_12442_11480_14675_14237_14740_11392_13010_13471_11360_14739_11103_10860_11389_10807_12023_11350_10817_11058_13632_11067_12452_13250_11625_11893_13823_12602_11102_12060_13738_13985_13984_11226_13249_12326_13826_11920_11279_13537_13305_11192_11774_10915_11994_11351_12976_11074_12977_11991_13593_14594_14291_12974_12333_12030_11660_12975_11657_12420_11286_12170_11761_14738_912_14363_12083_11912_13929_11159_12902_11032_10967_11602_10933_13114_11031_11673_11553_14470_12485_12090_11762_14182_10965_10963_12370_12091_7424_12421_10986_13215_12273_12086_12445_11799_14283_12418_10987_12355_14469_13963_19587
68,12670,disease,autosomal recessive nonsyndromic hearing loss 63,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,11568_12380_13119_13210_12670_12460_11832_11767_12293_14293_12327_14853_14854_14603_12376_12375_12903_11160_12003_13269_11364_13489_10973_13386_9076_11708_12002_13365_14428_13978_11519_12442_11480_14675_14237_14740_11392_13010_13471_11360_14739_11103_10860_11389_10807_12023_11350_10817_11058_13632_11067_12452_13250_11625_11893_13823_12602_11102_12060_13738_13985_13984_11226_13249_12326_13826_11920_11279_13537_13305_11192_11774_10915_11994_11351_12976_11074_12977_11991_13593_14594_14291_12974_12333_12030_11660_12975_11657_12420_11286_12170_11761_14738_912_14363_12083_11912_13929_11159_12902_11032_10967_11602_10933_13114_11031_11673_11553_14470_12485_12090_11762_14182_10965_10963_12370_12091_7424_12421_10986_13215_12273_12086_12445_11799_14283_12418_10987_12355_14469_13963_19587
