,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
3493,7266,disease,hypertrophic cardiomyopathy 2,MONDO,hypertrophic cardiomyopathy,hypertrophic cardiomyopathy
3494,10007,disease,microbrachycephaly-ptosis-cleft lip syndrome,MONDO,microbrachycephaly-ptosis-cleft lip syndrome,microbrachycephaly-ptosis-cleft lip syndrome
3495,10780,disease,mitochondrial myopathy with reversible cytochrome C oxidase deficiency,MONDO,mitochondrial myopathy with reversible cytochrome C oxidase deficiency,mitochondrial myopathy with reversible cytochrome C oxidase deficiency
3496,859137,disease,"neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia",MONDO,"neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia","neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia"
3497,10654,disease,Partington syndrome,MONDO,Partington syndrome,Partington syndrome
3498,9650,disease,mucolipidosis type II,MONDO,mucolipidosis,mucolipidosis
3499,32597,disease,"myasthenic syndrome, congenital, 24, presynaptic",MONDO,"myasthenic syndrome, congenital, 24, presynaptic","myasthenic syndrome, congenital, 24, presynaptic"
3500,10355,disease,syndromic X-linked intellectual disability Claes-Jensen type,MONDO,syndromic X-linked intellectual disability Claes-Jensen type,syndromic X-linked intellectual disability Lubs type
3501,32940,disease,retinitis pigmentosa 88,MONDO,retinitis pigmentosa,retinitis pigmentosa
3502,8490,disease,"otospondylomegaepiphyseal dysplasia, autosomal dominant",MONDO,"otospondylomegaepiphyseal dysplasia, autosomal dominant","otospondylomegaepiphyseal dysplasia, autosomal dominant"
3503,11933,disease,ALG2-congenital disorder of glycosylation,MONDO,ALG2-congenital disorder of glycosylation,ALG12-congenital disorder of glycosylation
3504,9723,disease,Leigh syndrome,MONDO,Leigh syndrome,Leigh syndrome
3505,8133,disease,optic atrophy 3,MONDO,optic atrophy,optic atrophy
3506,30005,disease,"epilepsy, early-onset, with or without developmental delay",MONDO,"epilepsy, early-onset, with or without developmental delay","epilepsy, early-onset, with or without developmental delay"
3507,100352,disease,episodic kinesigenic dyskinesia 1,MONDO,episodic kinesigenic dyskinesia,episodic kinesigenic dyskinesia
3508,8916,disease,cardiomyopathy associated with myopathy and sudden death,MONDO,cardiomyopathy associated with myopathy and sudden death,cardiomyopathy associated with myopathy and sudden death
3509,8652,disease,congenital vertical talus,MONDO,congenital vertical talus,congenital vertical talus
3510,12735,disease,Temple-Baraitser syndrome,MONDO,Temple-Baraitser syndrome,Temple-Baraitser syndrome
3511,10566,disease,X-linked cone-rod dystrophy 1,MONDO,X-linked cone-rod dystrophy,X-linked cone-rod dystrophy
3512,7549,disease,generalized dominant dystrophic epidermolysis bullosa,MONDO,generalized dominant dystrophic epidermolysis bullosa,generalized dominant dystrophic epidermolysis bullosa
3513,9525,disease,split hand-foot malformation 3,MONDO,split hand-foot malformation,split hand-foot malformation
3514,9805,disease,osteogenesis imperfecta type 9,MONDO,osteogenesis imperfecta,osteogenesis imperfecta
3515,8342,disease,pubic bone dysplasia,MONDO,pubic bone dysplasia,pubic bone dysplasia
3516,859139,disease,blepharophimosis-impaired intellectual development syndrome,MONDO,blepharophimosis-impaired intellectual development syndrome,blepharophimosis-impaired intellectual development syndrome
3517,9048,disease,curved nail of fourth toe,MONDO,curved nail of fourth toe,curved nail of fourth toe
3518,8540,disease,extensor tendons of finger anomalies,MONDO,extensor tendons of finger anomalies,extensor tendons of finger anomalies
3519,32941,disease,myopia 27,MONDO,myopia,myopia
3520,1046,disease,imperforate anus,MONDO,imperforate anus,imperforate anus
3521,10051,disease,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,MONDO,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome
3522,11067,disease,autosomal recessive nonsyndromic hearing loss 12,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3523,15003,disease,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",MONDO,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities","dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities"
3524,8744,disease,alar cartilages hypoplasia-coloboma-telecanthus syndrome,MONDO,alar cartilages hypoplasia-coloboma-telecanthus syndrome,alar cartilages hypoplasia-coloboma-telecanthus syndrome
3525,11772,disease,B4GALT1-congenital disorder of glycosylation,MONDO,B4GALT1-congenital disorder of glycosylation,ALG12-congenital disorder of glycosylation
3526,8123,disease,autosomal dominant omodysplasia,MONDO,autosomal dominant omodysplasia,autosomal recessive omodysplasia
3527,8825,disease,arthrogryposis multiplex congenita-whistling face syndrome,MONDO,arthrogryposis multiplex congenita-whistling face syndrome,arthrogryposis multiplex congenita
3528,14202,disease,primary ciliary dyskinesia 24,MONDO,"ciliary dyskinesia, primary","ciliary dyskinesia, primary"
3529,13987,disease,combined oxidative phosphorylation defect type 15,MONDO,combined oxidative phosphorylation defect,combined oxidative phosphorylation defect
3530,15007,disease,"spastic paraplegia, intellectual disability, nystagmus, and obesity",MONDO,"spastic paraplegia, intellectual disability, nystagmus, and obesity","spastic paraplegia, intellectual disability, nystagmus, and obesity"
3531,10617,disease,male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,MONDO,male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome
3532,7531,disease,electroencephalographic peculiarity: fronto-precentral beta wave groups,MONDO,electroencephalographic peculiarity: fronto-precentral beta wave groups,electroencephalographic peculiarity: fronto-precentral beta wave groups
3533,14522,disease,retinal dystrophy and obesity,MONDO,retinal dystrophy and obesity,retinal dystrophy and obesity
3534,8367,disease,red cell phospholipid defect with hemolysis,MONDO,red cell phospholipid defect with hemolysis,red cell phospholipid defect with hemolysis
3535,11342,disease,SLC35A1-congenital disorder of glycosylation,MONDO,SLC35A1-congenital disorder of glycosylation,ALG12-congenital disorder of glycosylation
3536,13427,disease,immunodeficiency 31B,MONDO,immunodeficiency,immunodeficiency
3537,24525,disease,Fanconi renotubular syndrome 1,MONDO,Fanconi renotubular syndrome,Fanconi renotubular syndrome
3538,12912,disease,pseudopseudohypoparathyroidism,MONDO,pseudopseudohypoparathyroidism,pseudohypoparathyroidism
3539,7930,disease,"Bernard-Soulier syndrome, type A2, autosomal dominant",MONDO,"Bernard-Soulier syndrome, type A2, autosomal dominant","Bernard-Soulier syndrome, type A2, autosomal dominant"
3540,11065,disease,Hunter-McAlpine craniosynostosis,MONDO,Hunter-McAlpine craniosynostosis,Hunter-McAlpine craniosynostosis
3541,10637,disease,"keratosis follicularis spinulosa decalvans, X-linked",MONDO,"keratosis follicularis spinulosa decalvans, X-linked","keratosis follicularis spinulosa decalvans, X-linked"
3542,9908,disease,pterin-4 alpha-carbinolamine dehydratase 1 deficiency,MONDO,pterin-4 alpha-carbinolamine dehydratase 1 deficiency,pterin-4 alpha-carbinolamine dehydratase 1 deficiency
3543,12190,disease,"epidermolysis bullosa simplex 7, with nephropathy and deafness",MONDO,"epidermolysis bullosa simplex 7, with nephropathy and deafness","epidermolysis bullosa simplex 7, with nephropathy and deafness"
3544,30999,disease,neurodevelopmental disorder with cerebral atrophy and variable facial dysmorphism,MONDO,neurodevelopmental disorder with cerebral atrophy and variable facial dysmorphism,neurodevelopmental disorder with cerebral atrophy and variable facial dysmorphism
3545,10532,disease,infantile-onset X-linked spinal muscular atrophy,MONDO,infantile-onset X-linked spinal muscular atrophy,infantile-onset X-linked spinal muscular atrophy
3546,859190,disease,neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities,MONDO,neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities,neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities
3547,9515,disease,Norum disease,MONDO,Norum disease,Norum disease
3548,7574,disease,spinocerebellar ataxia type 34,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
3549,9842,disease,Pelger-Huet-like anomaly and episodic fever with abdominal pain,MONDO,Pelger-Huet-like anomaly and episodic fever with abdominal pain,Pelger-Huet-like anomaly and episodic fever with abdominal pain
3550,10580,disease,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,MONDO,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
3551,13414,disease,retinitis pigmentosa 44,MONDO,retinitis pigmentosa,retinitis pigmentosa
3552,12452,disease,autosomal recessive nonsyndromic hearing loss 65,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3553,11902,disease,Charcot-Marie-Tooth disease type 1F,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease
3554,60502,disease,"neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies",MONDO,"neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies","neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies"
3555,11041,disease,"ectodermal dysplasia with natal teeth, Turnpenny type",MONDO,"ectodermal dysplasia with natal teeth, Turnpenny type","ectodermal dysplasia with natal teeth, Turnpenny type"
3556,14132,disease,multiple mitochondrial dysfunctions syndrome 3,MONDO,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome
3557,9226,disease,fibrochondrogenesis 1,MONDO,fibrochondrogenesis,fibrochondrogenesis
3558,11336,disease,familial hemophagocytic lymphohistiocytosis 4,MONDO,familial hemophagocytic lymphohistiocytosis,familial hemophagocytic lymphohistiocytosis
3559,9378,disease,hyper-beta-alaninemia,MONDO,hyper-beta-alaninemia,hyper-beta-alaninemia
3560,13091,disease,glycogen storage disease IXc,MONDO,glycogen storage disease,glycogen storage disease
3561,13881,disease,"pidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO,"pidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome","pidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome"
3562,14001,disease,Usher syndrome type 1K,MONDO,"Usher syndrome,","Usher syndrome,"
3563,12705,disease,familial temporal lobe epilepsy 3,MONDO,familial temporal lobe epilepsy,familial temporal lobe epilepsy
3564,14984,disease,"lung disease, immunodeficiency, and chromosome breakage syndrome;",MONDO,"lung disease, immunodeficiency, and chromosome breakage syndrome;","lung disease, immunodeficiency, and chromosome breakage syndrome;"
3565,9297,disease,familial renal glucosuria,MONDO,familial renal glucosuria,familial renal glucosuria
3566,12019,disease,"spondyloepiphyseal dysplasia, Kimberley type",MONDO,"spondyloepiphyseal dysplasia, Kimberley type","spondyloepiphyseal dysplasia, nishimura type"
3567,25690,disease,"microcephaly, epilepsy, and diabetes syndrome 2",MONDO,"microcephaly, epilepsy, and diabetes syndrome","microcephaly, epilepsy, and diabetes syndrome"
3568,7797,disease,hypoparathyroidism-deafness-renal disease syndrome,MONDO,hypoparathyroidism-deafness-renal disease syndrome,hypoparathyroidism-deafness-renal disease syndrome
3569,7033,disease,abducens nerve palsy,MONDO,abducens nerve palsy,abducens nerve palsy
3570,14992,disease,lissencephaly 8,MONDO,lissencephaly,lissencephaly
3571,8474,disease,"spondyloepiphyseal dysplasia tarda, autosomal dominant",MONDO,"spondyloepiphyseal dysplasia tarda, autosomal dominant","spondyloepiphyseal dysplasia tarda, autosomal dominant"
3572,20602,disease,Simpson-Golabi-Behmel syndrome type 1,MONDO,Simpson-Golabi-Behmel syndrome,Simpson-Golabi-Behmel syndrome
3573,11414,disease,Peters anomaly,MONDO,Peters anomaly,Peters anomaly
3574,7870,disease,"labia minora, incomplete adhesion of",MONDO,"labia minora, incomplete adhesion of","labia minora, incomplete adhesion of"
3575,100348,disease,"neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities",MONDO,"neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities","neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities"
3576,20705,disease,"neural tube defects, susceptibility to",MONDO,"neural tube defects, susceptibility to","neural tube defects, susceptibility to"
3577,14379,disease,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,MONDO,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder
3578,9591,disease,"metachromatic leukodystrophy, juvenile form",MONDO,"metachromatic leukodystrophy, juvenile form","metachromatic leukodystrophy, juvenile form"
3579,9058,disease,cystathioninuria,MONDO,cystathioninuria,cystathioninuria
3580,9691,disease,mycosis fungoides,MONDO,mycosis fungoides,mycosis fungoides
3581,54763,disease,neurodegeneration with brain iron accumulation 7,MONDO,neurodegeneration with brain iron accumulation,neurodegeneration with brain iron accumulation
3582,12136,disease,"carnitine palmitoyl transferase II deficiency, neonatal form",MONDO,"carnitine palmitoyl transferase II deficiency, neonatal form","carnitine palmitoyl transferase II deficiency, neonatal form"
3583,8097,disease,linear nevus sebaceous syndrome,MONDO,linear nevus sebaceous syndrome,linear nevus sebaceous syndrome
3584,11150,disease,acroosteolysis-keloid-like lesions-premature aging syndrome,MONDO,acroosteolysis-keloid-like lesions-premature aging syndrome,acroosteolysis-keloid-like lesions-premature aging syndrome
3585,9444,disease,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,MONDO,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome
3586,14308,disease,familial temporal lobe epilepsy 6,MONDO,familial temporal lobe epilepsy,familial temporal lobe epilepsy
3587,8153,disease,progressive osseous heteroplasia,MONDO,progressive osseous heteroplasia,progressive osseous heteroplasia
3588,8358,disease,radial ray hypoplasia-choanal atresia syndrome,MONDO,radial ray hypoplasia-choanal atresia syndrome,radial ray hypoplasia-choanal atresia syndrome
3589,14903,disease,"seizures, benign familial infantile, 5",MONDO,"seizures, benign familial infantile","seizures, benign familial infantile"
3590,30957,disease,developmental and epileptic encephalopathy 103,MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy
3591,8633,disease,Muckle-Wells syndrome,MONDO,Muckle-Wells syndrome,Muckle-Wells syndrome
3592,11239,disease,colobomatous macrophthalmia-microcornea syndrome,MONDO,colobomatous macrophthalmia-microcornea syndrome,colobomatous macrophthalmia-microcornea syndrome
3593,9189,disease,multiple epiphyseal dysplasia type 4,MONDO,"epiphyseal dysplasia, multiple","epiphyseal dysplasia, multiple"
3594,13021,disease,sterile multifocal osteomyelitis with periostitis and pustulosis,MONDO,sterile multifocal osteomyelitis with periostitis and pustulosis,sterile multifocal osteomyelitis with periostitis and pustulosis
3595,12662,disease,Usher syndrome type 2D,MONDO,"Usher syndrome,","Usher syndrome,"
3596,14303,disease,hereditary spastic paraplegia 64,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia
3597,14298,disease,chromosome 5q12 deletion syndrome,MONDO,chromosome 5q12 deletion syndrome,chromosome 5q12 deletion syndrome
3598,9824,disease,primary hyperoxaluria type 2,MONDO,primary hyperoxaluria,primary hyperoxaluria
3599,13810,disease,COG6-ongenital disorder of glycosylation,MONDO,COG6-ongenital disorder of glycosylation,ALG12-congenital disorder of glycosylation
3600,11482,disease,dilated cardiomyopathy 1I,MONDO,"cardiomyopathy, dilated","cardiomyopathy, dilated"
3601,33638,disease,"mitochondrial complex 4 deficiency, nuclear type 8",MONDO,"mitochondrial complex 4 deficiency, nuclear","mitochondrial complex 4 deficiency, nuclear"
3602,14604,disease,Parkinson disease 21,MONDO,Parkinson disease,Parkinson disease
3603,12221,disease,alpha-N-acetylgalactosaminidase deficiency type 1,MONDO,alpha-N-acetylgalactosaminidase deficiency,alpha-N-acetylgalactosaminidase deficiency
3604,9922,disease,Pseudouridinuria and mental defect,MONDO,Pseudouridinuria and mental defect,Pseudouridinuria and mental defect
3605,54680,disease,"epiphyseal dysplasia, multiple, 7",MONDO,"epiphyseal dysplasia, multiple","epiphyseal dysplasia, multiple"
3606,9247,disease,frontofacionasal dysplasia,MONDO,frontofacionasal dysplasia,frontofacionasal dysplasia
3607,13256,disease,chromosome 15q24 deletion syndrome,MONDO,chromosome 15q24 deletion syndrome,chromosome 15q24 deletion syndrome
3608,13626,disease,"psoriasis 14, pustular",MONDO,"psoriasis 14, pustular","psoriasis 14, pustular"
3609,11537,disease,macrocephaly-autism syndrome,MONDO,macrocephaly-autism syndrome,macrocephaly-autism syndrome
3610,30606,disease,Bryant-Li-Bhoj neurodevelopmental syndrome 1,MONDO,Bryant-Li-Bhoj neurodevelopmental syndrome,Bryant-Li-Bhoj neurodevelopmental syndrome
3611,14628,disease,"basal ganglia calcification, idiopathic, 6",MONDO,"basal ganglia calcification, idiopathic","basal ganglia calcification, idiopathic"
3612,8002,disease,mirror movements 1,MONDO,mirror movements,mirror movements
3613,11806,disease,osteofibrous dysplasia,MONDO,osteofibrous dysplasia,osteofibrous dysplasia
3614,20780,disease,cone-rod dystrophy and hearing loss 2,MONDO,cone-rod dystrophy and hearing loss,cone-rod dystrophy and hearing loss
3615,33635,disease,"mitochondrial complex 4 deficiency, nuclear type 3",MONDO,"mitochondrial complex 4 deficiency, nuclear","mitochondrial complex 4 deficiency, nuclear"
3616,8494,disease,cryohydrocytosis,MONDO,cryohydrocytosis,cryohydrocytosis
3617,12226,disease,"febrile seizures, familial, 5",MONDO,"febrile seizures, familial","febrile seizures, familial"
3618,7921,disease,yellow nail syndrome,MONDO,yellow nail syndrome,yellow nail syndrome
3619,11801,disease,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1",MONDO,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy","spinocerebellar ataxia, autosomal recessive"
3620,9657,disease,mucopolysaccharidosis type 3C,MONDO,mucopolysaccharidosis,mucopolysaccharidosis
3621,7979,disease,metachondromatosis,MONDO,metachondromatosis,metachondromatosis
3622,13187,disease,"factor XIII, A subunit, deficiency of",MONDO,"factor XIII, b subunit, deficiency","factor XIII, b subunit, deficiency"
3623,44776,disease,premature ovarian failure 10,MONDO,premature ovarian failure,premature ovarian failure
3624,11538,disease,frontoocular syndrome,MONDO,frontoocular syndrome,frontoocular syndrome
3625,30669,disease,gastrointestinal defects and immunodeficiency syndrome 2,MONDO,gastrointestinal defects and immunodeficiency syndrome,gastrointestinal defects and immunodeficiency syndrome
3626,859346,disease,mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition,MONDO,mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition,mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition
3627,32736,disease,"metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression",MONDO,"metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression","metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression"
3628,33009,disease,Galloway-Mowat syndrome 5,MONDO,Galloway-Mowat syndrome,Galloway-Mowat syndrome
3629,32729,disease,"intellectual developmental disorder, autosomal recessive 70",MONDO,"intellectual developmental disorder, autosomal recessive","intellectual developmental disorder, autosomal recessive"
3630,12073,disease,ribose-5-P isomerase deficiency,MONDO,ribose-5-P isomerase deficiency,ribose-5-P isomerase deficiency
3631,8855,disease,MHC class II deficiency,MONDO,MHC class II deficiency,MHC class II deficiency
3632,9001,disease,macular coloboma-cleft palate-hallux valgus syndrome,MONDO,macular coloboma-cleft palate-hallux valgus syndrome,macular coloboma-cleft palate-hallux valgus syndrome
3633,12978,disease,primary ciliary dyskinesia 11,MONDO,"ciliary dyskinesia, primary","ciliary dyskinesia, primary"
3634,7509,disease,"ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant",MONDO,"ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant","ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant"
3635,9931,disease,pulmonary atresia-intact ventricular septum syndrome,MONDO,pulmonary atresia-intact ventricular septum syndrome,pulmonary atresia-intact ventricular septum syndrome
3636,12548,disease,Kostmann syndrome,MONDO,Kostmann syndrome,Kostmann syndrome
3637,14393,disease,lymphatic malformation 4,MONDO,lymphatic malformation,lymphatic malformation
3638,9798,disease,Primrose syndrome,MONDO,Primrose syndrome,Primrose syndrome
3639,9321,disease,hallux varus-preaxial polysyndactyly syndrome,MONDO,hallux varus-preaxial polysyndactyly syndrome,hallux varus-preaxial polysyndactyly syndrome
3640,8955,disease,cerebrooculofacioskeletal syndrome 1,MONDO,cerebrooculofacioskeletal syndrome,cerebrooculofacioskeletal syndrome
3641,30523,disease,oocyte maturation defect 12,MONDO,oocyte maturation defect,oocyte maturation defect
3642,60640,disease,"neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy",MONDO,"neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy","neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy"
3643,10388,disease,"rolandic epilepsy, intellectual disability, and speech dyspraxia, X-linked",MONDO,"rolandic epilepsy, intellectual disability, and speech dyspraxia, X-linked","rolandic epilepsy, intellectual disability, and speech dyspraxia, X-linked"
3644,10253,disease,"migraine, familial typical, susceptibility to, 2",MONDO,"migraine, familial typical, susceptibility to, 2","migraine, familial typical, susceptibility to, 2"
3645,13250,disease,autosomal recessive nonsyndromic hearing loss 85,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3646,9025,disease,apparent mineralocorticoid excess,MONDO,apparent mineralocorticoid excess,apparent mineralocorticoid excess
3647,7471,disease,Doyne honeycomb retinal dystrophy,MONDO,Doyne honeycomb retinal dystrophy,Doyne honeycomb retinal dystrophy
3648,10697,disease,"ophthalmoplegia, external, and myopia",MONDO,"ophthalmoplegia, external, and myopia","ophthalmoplegia, external, and myopia"
3649,30809,disease,spermatogenic failure 72,MONDO,spermatogenic failure,spermatogenic failure
3650,13046,disease,glycogen storage disease due to muscle beta-enolase deficiency,MONDO,glycogen storage disease due to muscle beta-enolase deficiency,glycogen storage disease due to muscle beta-enolase deficiency
3651,14040,disease,autosomal recessive osteopetrosis 8,MONDO,autosomal recessive osteopetrosis,autosomal dominant osteopetrosis
3652,13044,disease,atypical hemolytic-uremic syndrome with thrombomodulin anomaly,MONDO,atypical hemolytic-uremic syndrome with thrombomodulin anomaly,atypical hemolytic-uremic syndrome with thrombomodulin anomaly
3653,10789,disease,MELAS syndrome,MONDO,MELAS syndrome,MELAS syndrome
3654,11533,disease,temtamy preaxial brachydactyly syndrome,MONDO,temtamy preaxial brachydactyly syndrome,temtamy preaxial brachydactyly syndrome
3655,8877,disease,blue diaper syndrome,MONDO,blue diaper syndrome,blue diaper syndrome
3656,7536,disease,congenital lobar emphysema,MONDO,congenital lobar emphysema,congenital lobar emphysema
3657,859249,disease,parenti-mignot neurodevelopmental syndrome,MONDO,parenti-mignot neurodevelopmental syndrome,parenti-mignot neurodevelopmental syndrome
3658,24539,disease,"choroidal dystrophy, central areolar, 1",MONDO,"choroidal dystrophy, central areolar","choroidal dystrophy, central areolar"
3659,9782,disease,ophthalmoplegia totalis with ptosis and miosis,MONDO,ophthalmoplegia totalis with ptosis and miosis,ophthalmoplegia totalis with ptosis and miosis
3660,12799,disease,hypertrophic cardiomyopathy 11,MONDO,hypertrophic cardiomyopathy,hypertrophic cardiomyopathy
3661,13734,disease,"microphthalmia, syndromic 11",MONDO,"microphthalmia, syndromic","microphthalmia, syndromic"
3662,12791,disease,"mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",MONDO,"mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria","mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"
3663,30858,disease,immunodeficiency 75,MONDO,immunodeficiency,immunodeficiency
3664,32621,disease,"mitochondrial complex 1 deficiency, nuclear type 16",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear"
3665,12412,disease,complement component 7 deficiency,MONDO,complement component 7 deficiency,complement component 7 deficiency
3666,24542,disease,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1",MONDO,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome","cerebellar ataxia, intellectual disability, and dysequilibrium syndrome"
3667,12168,disease,"dyslexia, susceptibility to, 8",MONDO,"dyslexia, susceptibility to","dyslexia, susceptibility to"
3668,8410,disease,Scheuermann disease,MONDO,Scheuermann disease,Scheuermann disease
3669,7441,disease,dentinogenesis imperfecta type 2,MONDO,dentinogenesis imperfecta,dentinogenesis imperfecta
3670,10010,disease,Schinzel-Giedion syndrome,MONDO,Schinzel-Giedion syndrome,Schinzel-Giedion syndrome
3671,11625,disease,autosomal dominant nonsyndromic hearing loss 18,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3672,30872,disease,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,MONDO,frontotemporal dementia and/or amyotrophic lateral sclerosis,frontotemporal dementia and/or amyotrophic lateral sclerosis
3673,14528,disease,chronic atrial and intestinal dysrhythmia,MONDO,chronic atrial and intestinal dysrhythmia,chronic atrial and intestinal dysrhythmia
3674,13740,disease,lethal occipital encephalocele-skeletal dysplasia syndrome,MONDO,lethal occipital encephalocele-skeletal dysplasia syndrome,lethal occipital encephalocele-skeletal dysplasia syndrome
3675,8566,disease,"thyroid cancer, nonmedullary, 2",MONDO,"thyroid cancer, nonmedullary","thyroid cancer, nonmedullary"
3676,7236,disease,branchiootorenal syndrome 1,MONDO,branchiootorenal syndrome,branchiootorenal syndrome
3677,12789,disease,dystonia 16,MONDO,dystonia,dystonia
3678,14544,disease,osteogenesis imperfecta type 16,MONDO,osteogenesis imperfecta,osteogenesis imperfecta
3679,14935,disease,frontometaphyseal dysplasia 2,MONDO,frontometaphyseal dysplasia,frontometaphyseal dysplasia
3680,7289,disease,cataract 13 with adult I phenotype,MONDO,cataract 13 with adult I phenotype,cataract 13 with adult I phenotype
3681,32599,disease,immunodeficiency 15a,MONDO,immunodeficiency,immunodeficiency
3682,8680,disease,Wilms tumor 2,MONDO,Wilms tumor,Wilms tumor
3683,7203,disease,blue rubber bleb nevus,MONDO,blue rubber bleb nevus,blue rubber bleb nevus
3684,8486,disease,steatocystoma multiplex-natal teeth syndrome,MONDO,steatocystoma multiplex-natal teeth syndrome,steatocystoma multiplex-natal teeth syndrome
3685,10105,disease,"teratoma, pineal",MONDO,"teratoma, pineal","teratoma, pineal"
3686,11208,disease,malignant atrophic papulosis,MONDO,malignant atrophic papulosis,malignant atrophic papulosis
3687,7089,disease,Alzheimer disease 2,MONDO,Alzheimer disease,Alzheimer disease
3688,16002,disease,"Ehlers-Danlos syndrome, kyphoscoliotic type 1",MONDO,"Ehlers-Danlos syndrome, kyphoscoliotic type 1","Ehlers-Danlos syndrome, kyphoscoliotic type 1"
3689,14929,disease,retinitis pigmentosa 76,MONDO,retinitis pigmentosa,retinitis pigmentosa
3690,10673,disease,"modifier, X-linked, for Neurofunctional defects",MONDO,"modifier, X-linked, for Neurofunctional defects","modifier, X-linked, for Neurofunctional defects"
3691,11816,disease,lathosterolosis,MONDO,lathosterolosis,lathosterolosis
3692,859356,disease,"congenital disorder of glycosylation, type IIy",MONDO,"congenital disorder of glycosylation,","congenital disorder of glycosylation,"
3693,10330,disease,obsolete primary ciliary dyskinesia-retinitis pigmentosa syndrome,MONDO,obsolete primary ciliary dyskinesia-retinitis pigmentosa syndrome,obsolete primary ciliary dyskinesia-retinitis pigmentosa syndrome
3694,100218,disease,arthrogryposis multiplex congenita 5,MONDO,arthrogryposis multiplex congenita,arthrogryposis multiplex congenita
3695,859180,disease,"bile acid malabsorption, primary, 2",MONDO,"bile acid malabsorption, primary","bile acid malabsorption, primary"
